-3.83464,2.36536,0.00114082,-0.166667,-1
-3.53477,2.3732,0.0511408,-0.166667,-1
-3.2349,2.38105,0.00114082,0.166667,-1
-2.93502,2.37389,-0.0488592,0.166667,-1
-2.63587,2.35175,-0.0988592,0.166667,-1
-2.3382,2.31469,-0.148859,0.166667,-1
-2.04053,2.27764,-0.0988592,-0.166667,-1
-1.74138,2.2555,-0.0488592,-0.166667,-1
-1.44149,2.24834,0.00114082,-0.166667,-1
-1.14163,2.25618,0.0511408,-0.166667,-1
-0.841761,2.26402,0.00114082,0.166667,-1
-0.541877,2.25687,-0.0488592,0.166667,-1
-0.242726,2.23473,-0.0988592,0.166667,-1
0.0549443,2.19767,-0.148859,0.166667,-1
0.350391,2.14578,-0.198859,0.166667,-1
0.645837,2.09389,-0.148859,-0.166667,-1
0.943508,2.05684,-0.0988592,-0.166667,-1
1.24266,2.0347,-0.0488592,-0.166667,-1
1.54254,2.02754,0.00114082,-0.166667,-1
1.84241,2.03538,0.0511408,-0.166667,-1
2.14151,2.0582,0.101141,-0.166667,-1
1.84304,2.02791,0.101141,0,1
1.54457,1.99762,0.101141,0,1
1.24611,1.96733,0.101141,0,1
0.947641,1.93704,0.101141,0,1
0.649174,1.90675,0.101141,0,1
0.350707,1.87646,0.101141,0,1
0.648293,1.9142,0.151141,-0.166667,-1
0.94362,1.96676,0.201141,-0.166667,-1
0.648293,1.9142,0.151141,-0.166667,1
0.351713,1.86903,0.151141,0,1
0.0551326,1.82386,0.151141,0,1
0.35046,1.87642,0.201141,-0.166667,-1
0.645787,1.92899,0.151141,0.166667,-1
0.943373,1.96672,0.101141,0.166667,-1
1.24247,1.98954,0.0511408,0.166667,-1
1.54234,1.99738,0.00114082,0.166667,-1
1.84222,1.99023,-0.0488592,0.166667,-1
2.14211,1.98307,0.00114082,-0.166667,-1
2.44197,1.99091,0.0511408,-0.166667,-1
2.74107,2.01373,0.101141,-0.166667,-1
2.44349,1.97599,0.151141,0.166667,1
2.14691,1.93082,0.151141,0,1
1.85158,1.87826,0.201141,0.166667,1
1.55763,1.81832,0.201141,0,1
1.2653,1.75106,0.251141,0.166667,1
0.974707,1.67651,0.251141,0,1
0.686102,1.59472,0.301141,0.166667,1
0.401946,1.49862,0.351141,0.166667,1
0.122948,1.38843,0.401141,0.166667,1
-0.150193,1.26443,0.451141,0.166667,1
-0.416797,1.12694,0.501141,0.166667,1
-0.676195,0.976297,0.551141,0.166667,1
-0.92774,0.812876,0.601141,0.166667,1
-1.1708,0.637088,0.651141,0.166667,1
-1.40478,0.449371,0.701141,0.166667,1
-1.62908,0.250195,0.751141,0.166667,1
-1.84314,0.040058,0.801141,0.166667,1
-1.63985,0.260632,0.851141,-0.166667,-1
-1.83186,0.0301732,0.901141,0.166667,1
-2.01212,-0.209594,0.951141,0.166667,1
-1.84407,0.0388827,1.00114,-0.166667,-1
-1.99949,-0.217682,1.05114,0.166667,1
-2.1419,-0.481694,1.10114,0.166667,1
-2.01287,-0.210895,1.15114,-0.166667,-1
-2.1282,-0.487805,1.20114,0.166667,1
-2.22955,-0.770133,1.25114,0.166667,1
-2.14244,-0.483092,1.30114,-0.166667,-1
-2.2151,-0.774128,1.35114,0.166667,1
-2.15707,-0.479825,1.40114,-0.166667,-1
-2.20032,-0.77666,1.45114,0.166667,1
-2.22867,-1.07529,1.50114,0.166667,1
-2.21528,-0.775617,1.55114,-0.166667,-1
-2.21367,-1.07558,1.60114,0.166667,1
-2.23027,-0.776072,1.65114,-0.166667,-1
-2.20619,-1.0751,1.65114,0,1
-2.18211,-1.37414,1.65114,0,1
-2.15803,-1.67317,1.65114,0,1
-2.13396,-1.9722,1.65114,0,1
-2.10988,-2.27123,1.65114,0,1
-2.0858,-2.57027,1.65114,0,1
-2.06172,-2.8693,1.65114,0,1
-2.03765,-3.16833,1.65114,0,1
-2.01357,-3.46736,1.65114,0,1
-1.98949,-3.76639,1.65114,0,1
-1.96541,-4.06543,1.65114,0,1
-1.94134,-4.36446,1.65114,0,1
-1.95793,-4.06495,1.60114,0.166667,-1
-1.94883,-4.36481,1.60114,0,1
-1.95043,-4.06485,1.55114,0.166667,-1
